Id,SalePrice
402,240000
403,163000
404,250000
405,172500
406,231000
407,191500
408,234250
409,320000
410,122000
411,57625
412,68500
413,50138
414,142953
415,153000
416,240900
417,178900
418,185000
419,149500
420,175500
421,383000
422,130000
423,253293
424,337000
425,150000
426,93500
427,114000
428,139000
429,372402
430,150000
431,145000
432,130250
433,120875
434,118858
435,128000
436,207000
437,207500
438,170000
439,100000
440,156000
441,109500
442,135000
443,266000
444,200000
445,110000
446,143000
447,125500
448,146000
449,140000
450,128500
451,127000
452,745000
453,320000
454,152500
455,285000
456,68400
457,173500
458,110000
459,265900
460,211500
461,410000
462,166000
463,137900
464,164900
465,90000
466,172000
467,179500
468,143000
469,104900
470,133000
471,128000
472,240000
473,289000
474,127000
475,145000
476,410000
477,167840
478,125000
479,282922
480,219500
481,85000
482,263550
483,117000
484,159000
485,136000
486,145000
487,183000
488,143000
489,230000
490,154000
491,348000
492,115000
493,356000
494,418000
495,152000
496,179900
497,222000
498,190000
499,313000
500,105000
501,166000
502,263000
503,120000
504,240000
505,126175
506,55000
507,224000
508,115000
509,118400
510,129500
511,124000
512,145100
513,136500
514,119000
515,180500
516,228500
517,137000
518,275500
519,135500
520,475000
521,149000
522,171000
523,144000
524,133000
525,110000
526,160000
527,150000
528,284000
529,223000
530,192100
531,163500
532,359900
533,115400
534,201000
535,145000
536,166000
537,86000
538,55993
539,58500
540,103500
541,246000
542,248900
543,155000
544,230000
545,139500
546,212300
547,183500
548,135750
549,230500
550,115000
551,171500
552,219500
553,153337
554,252678
555,153500
556,146000
557,221500
558,189950
559,139950
560,135000
561,139000
562,177500
563,197500
564,143000
565,131000
566,46500
567,134432
568,82000
569,137900
570,225000
571,140000
572,236500
573,165000
574,179781
575,398800
576,145000
577,254000
578,113700
579,127500
580,178900
581,202000
582,237000
583,250000
584,158000
585,122600
586,197500
587,184000
588,184000
589,179900
590,128000
591,115000
592,80900
593,165150
594,153000
595,175000
596,415000
597,213250
598,153500
599,159500
600,118500
601,184000
602,215000
603,93369
604,270000
605,287000
606,156500
607,234000
608,64500
609,170000
610,86900
611,105000
612,84900
613,271500
614,183200
615,190000
616,156000
617,206000
618,187000
619,188500
620,315000
621,152000
622,140000
623,151400
624,75000
625,108000
626,455000
627,110000
628,128000
629,155000
630,241000
631,119164
632,82000
633,187500
634,163900
635,147500
636,93850
637,235000
638,123900
639,394617
640,167900
641,229800
642,139400
643,404000
644,159895
645,140000
646,181000
647,160000
648,113000
649,112000
650,183000
651,174000
652,90000
653,171000
654,112000
655,170000
656,94750
657,190000
658,136500
659,214000
660,181500
661,155000
662,119900
663,91000
664,278000
665,170000
666,284500
667,110500
668,259500
669,100000
670,82500
671,185101
672,99600
673,158000
674,168165
675,127000
676,320000
677,311872
678,125000
679,137000
680,417500
681,159434
682,179900
683,119750
684,105000
685,157000
686,129000
687,268000
688,68104
689,106000
690,340000
691,135000
692,262000
693,102776
694,173000
695,209700
696,134000
697,153500
698,127000
699,167000
700,140000
701,137000
702,129000
703,213000
704,128500
705,200000
706,242000
707,236000
708,177000
709,134450
710,64000
711,173000
712,135000
713,227000
714,381000
715,180000
716,165000
717,139500
718,128000
719,256900
720,150750
721,160000
722,158500
723,113500
724,190000
725,150500
726,386250
727,120000
728,130000
729,134000
730,141500
731,108000
732,275000
733,169000
734,165000
735,130000
736,215000
737,113000
738,167900
739,125000
740,209500
741,193000
742,165000
743,256300
744,152000
745,317500
746,128000
747,235000
748,250000
749,153000
750,181000
751,202500
752,165000
753,99800
754,114500
755,123000
756,141000
757,130000
758,152000
759,157500
760,172500
761,239500
762,362500
763,172000
764,142500
765,305000
766,221370
767,157500
768,78000
769,170440
770,145000
771,235000
772,129000
773,405000
774,168500
775,186500
776,84500
777,146300
778,277000
779,173000
780,280000
781,85000
782,156000
783,239799
784,113000
785,192140
786,184500
787,137450
788,299800
789,112500
790,219500
791,306000
792,130000
793,154500
794,112000
795,260116
796,204000
797,122900
798,290941
799,153000
800,80400
801,130000
802,93000
803,113000
804,107000
805,249000
806,139000
807,155000
808,301000
809,139500
810,145000
811,154000
812,85000
813,126000
814,145500
815,259000
816,63900
817,162000
818,194000
819,294464
820,212900
821,260400
822,187100
823,255000
824,145000
825,85400
826,172400
827,115000
828,105000
829,367294
830,192000
831,200500
832,248000
833,104000
834,164000
835,135000
836,126500
837,144000
838,132000
839,309000
840,144900
841,116000
842,202665
843,244000
844,113500
845,182000
846,175000
847,109900
848,179000
849,160000
850,158000
851,97000
852,165250
853,168000
854,13100
855,133500
856,232500
857,195000
858,139000
859,146000
860,204000
861,107000
862,171500
863,120500
864,162000
865,240000
866,93000
867,451950
868,169000
869,167500
870,120000
871,100000
872,179400
873,124900
874,172000
875,241600
876,140000
877,285000
878,260000
879,591587
880,205000
881,237000
882,249000
883,133500
884,224900
885,213000
886,130000
887,215000
888,178000
889,224500
890,170000
891,217000
892,176000
893,185485
894,184000
895,155000
896,145000
897,179200
898,466500
899,206000
900,137900
901,189000
902,147000
903,119000
904,190000
905,160500
906,118000
907,141000
908,163000
909,116000
910,538000
911,199900
912,143000
913,226500
914,135000
915,131250
916,755000
917,139500
918,105500
919,225000
920,145000
921,105900
922,143000
923,144000
924,135000
925,220000
926,194000
927,250580
928,149700
929,128900
930,361919
931,170000
932,156500
933,305900
934,82500
935,98000
936,207000
937,202500
938,195500
939,121000
940,181000
941,215000
942,176432
943,130000
944,106500
945,34900
946,220000
947,218689
948,144750
949,185000
950,180000
951,110000
952,157900
953,159500
954,210000
955,301500
956,142500
957,169000
958,91300
959,103400
960,260261
961,188500
962,128500
963,125500
964,198600
965,232000
966,167800
967,141500
968,176500
969,202000
970,146800
971,130500
972,290000
973,156000
974,161000
975,135000
976,149000
977,163990
978,137000
979,198444
980,298751
981,232600
982,269500
983,421250
984,155891
985,108500
986,261500
987,177000
988,82000
989,383970
990,109500
991,206000
992,150000
993,189000
994,79500
995,180000
996,168500
997,72000
998,136500
999,200000
1000,129900
1001,130000
1002,139400
1003,113000
1004,233000
1005,132500
1006,239000
1007,260000
1008,102000
1009,178000
1010,179600
1011,138000
1012,137000
1013,67000
1014,230000
1015,135000
1016,328900
1017,80500
1018,277500
1019,114000
1020,176000
1021,112500
1022,97000
1023,97500
1024,177000
1025,217500
1026,290000
1027,149500
1028,106900
1029,556581
1030,105000
1031,131000
1032,90000
1033,225000
1034,173000
1035,104000
1036,132000
1037,181900
1038,108000
1039,119200
1040,80000
1041,157000
1042,301600
1043,110000
1044,323262
1045,95541
1046,93900
1047,148000
1048,98000
1049,124500
1050,378000
1051,124500
1052,290000
1053,127000
1054,160000
1055,248500
1056,160000
1057,212500
1058,128000
1059,183500
1060,104500
1061,192000
1062,205000
1063,202500
1064,98000
1065,126000
1066,170000
1067,151500
1068,180000
1069,163000
1070,204000
1071,177900
1072,200000
1073,100000
1074,149900
1075,145250
1076,136500
1077,109900
1078,275000
1079,185000
1080,90500
1081,80000
1082,373000
1083,372000
1084,177500
1085,188000
1086,184000
1087,324000
1088,187000
1089,195400
1090,168000
1091,139000
1092,140000
1093,252000
1094,153000
1095,107900
1096,144500
1097,160000
1098,250000
1099,213500
1100,165000
1101,170000
1102,58500
1103,117000
1104,167000
1105,222500
1106,156500
1107,162500
1108,192000
1109,227000
1110,112500
1111,80000
1112,137000
1113,81000
1114,172500
1115,147000
1116,168000
1117,139000
1118,117000
1119,109500
1120,190000
1121,198000
1122,133700
1123,545224
1124,163500
1125,189000
1126,127000
1127,93000
1128,153000
1129,272000
1130,150000
1131,55000
1132,112000
1133,200825
1134,468000
1135,171000
1136,116500
1137,153900
1138,242500
1139,155000
1140,125600
1141,213000
1142,90000
1143,271000
1144,122500
1145,114504
1146,134900
1147,76000
1148,213500
1149,75000
1150,239900
1151,134900
1152,197000
1153,174000
1154,12789
1155,134800
1156,157500
1157,213000
1158,245000
1159,238000
1160,190500
1161,114000
1162,98500
1163,214000
1164,255000
1165,231500
1166,175900
1167,132000
1168,160000
1169,207500
1170,370967
1171,87000
1172,233555
1173,75000
1174,176000
1175,375000
1176,119500
1177,350000
1178,187500
1179,255000
1180,275000
1181,131000
1182,118500
1183,107500
1184,173000
1185,148000
1186,215000
1187,122000
1188,177000
1189,230000
1190,149300
1191,165000
1192,154000
1193,133000
1194,184500
1195,186800
1196,111000
1197,119500
1198,159000
1199,157000
1200,500067
1201,116000
1202,212500
1203,149900
1204,196000
1205,260000
1206,360000
1207,188500
1208,170000
1209,108000
1210,230000
1211,175000
1212,394432
1213,106000
1214,147000
1215,185850
1216,104000
1217,162000
1218,335000
1219,108000
1220,129500
1221,200000
1222,88000
1223,79000
1224,85000
1225,173000
1226,150909
1227,114900
1228,176500
1229,146000
1230,130000
1231,161000
1232,83500
1233,131400
1234,120000
1235,318061
1236,193000
1237,283463
1238,124500
1239,197000
1240,159500
1241,168000
1242,184500
1243,287500
1244,230000
1245,170000
1246,274000
1247,282500
1248,144900
1249,78500
1250,156500
1251,180000
1252,134000
1253,423000
1254,119000
1255,159000
1256,191000
1257,193879
1258,176000
1259,149900
1260,180000
1261,135500
1262,186700
1263,119600
1264,178000
1265,120000
1266,222000
1267,124000
1268,165500
1269,189000
1270,280000
1271,81500
1272,150000
1273,220000
1274,129000
1275,217000
1276,258000
1277,112500
1278,84900
1279,102000
1280,125500
1281,208000
1282,345474
1283,137000
1284,169900
1285,287000
1286,195000
1287,148000
1288,124000
1289,425000
1290,237000
1291,142900
1292,124000
1293,260000
1294,164500
1295,255000
1296,175000
1297,272500
1298,165500
1299,118000
1300,100000
1301,178000
1302,129000
1303,110000
1304,112000
1305,148325
1306,221300
1307,200000
1308,148000
1309,206580
1310,325000
1311,123000
1312,233230
1313,385000
1314,186500
1315,115000
1316,241500
1317,129000
1318,260000
1319,146500
1320,164500
1321,142125
1322,169500
1323,321000
1324,198500
1325,372397
1326,129900
1327,185000
1328,191000
1329,181000
1330,149000
1331,118900
1332,200000
1333,174850
1334,142000
1335,132000
1336,149000
1337,227000
1338,129900
1339,135000
1340,136000
1341,136500
1342,202500
1343,173000
1344,155500
1345,270000
1346,152000
1347,216000
1348,99500
1349,290000
1350,150000
1351,279500
1352,125500
1353,99900
1354,175900
1355,155000
1356,188000
1357,294900
1358,214000
1359,125000
1360,161000
1361,149000
1362,205000
1363,190000
1364,148000
1365,116500
1366,354000
1367,204000
1368,173500
1369,155000
1370,294323
1371,73000
1372,120500
1373,125000
1374,212000
1375,157000
1376,239686
1377,94000
1378,138500
1379,158900
1380,145000
1381,150000
1382,125000
1383,239500
1384,238000
1385,236500
1386,162500
1387,175000
1388,208300
1389,120000
1390,213750
1391,172500
1392,128000
1393,130000
1394,127000
1395,156450
1396,183600
1397,129200
1398,220000
1399,212700
1400,121000
1401,184000
1402,129000
1403,148800
1404,155000
1405,225000
1406,189500
1407,146000
1408,338931
1409,275000
1410,268500
1411,145000
1412,185000
1413,76000
1414,125000
1415,178400
1416,165000
1417,150000
1418,110000
1419,142500
1420,144000
1421,160000
1422,169500
1423,137000
1424,319900
1425,295493
1426,185000
1427,108500
1428,216837
1429,194500
1430,180000
1431,142000
1432,106000
1433,108480
1434,145000
1435,129800
1436,140000
1437,137500
1438,462000
1439,174000
1440,250000
1441,162000
1442,105000
1443,110000
1444,122000
1445,149900
1446,266500
1447,130000
1448,127000
1449,437154
1450,430000
1451,300000
1452,128000
1453,172500
1454,131750
1455,99500
1456,256000
1457,171750
1458,146000
1459,145000
1460,119000
1461,129400
1462,138000
1463,301000
1464,215000
1465,156820
1466,134000
1467,194000
1468,116900
1469,200000
1470,279000
1471,200000
1472,105000
1473,130000
1474,150000
1475,124900
1476,130500
1477,297900
1478,190000
1479,135000
1480,147000
1481,405749
1482,123000
1483,202900
1484,161500
1485,125000
1486,127000
1487,155000
1488,138000
1489,161750
1490,129500
1491,109900
1492,127000
1493,112000
1494,140000
1495,135000
1496,131000
1497,294000
1498,294000
1499,214900
1500,132000
1501,144000
1502,124100
1503,205000
1504,234500
1505,137250
1506,124900
1507,89000
1508,149900
1509,145000
1510,279900
1511,222500
1512,111500
1513,195000
1514,87000
1515,240000
1516,251000
1517,200000
1518,168000
1519,142250
1520,115000
1521,136905
1522,244000
1523,205000
1524,175000
1525,174000
1526,195500
1527,137500
1528,205000
1529,328000
1530,615000
1531,114000
1532,217000
1533,171900
1534,315000
1535,147500
1536,138000
1537,170000
1538,178000
1539,107000
1540,184900
1541,157000
1542,127500
1543,384500
1544,65000
1545,224000
1546,124000
1547,330000
1548,165400
1549,218500
1550,290000
1551,260000
1552,221500
1553,111500
1554,182000
1555,193000
1556,84900
1557,180000
1558,89900
1559,225000
1560,89500
1561,279000
1562,282000
1563,130000
1564,257500
1565,192350
1566,210000
1567,145000
1568,188900
1569,330000
1570,234000
1571,176000
1572,146900
1573,205000
1574,173500
1575,119000
1576,167000
1577,180500
1578,147900
1579,115000
1580,160200
1581,252000
1582,146500
1583,216500
1584,144000
1585,82000
1586,167000
1587,127500
1588,143000
1589,159000
1590,125000
1591,140000
1592,110000
1593,159000
1594,320000
1595,155000
1596,207000
1597,175000
1598,457347
1599,193800
1600,181000
1601,291000
1602,99000
1603,310000
1604,225000
1605,160000
1606,177625
1607,165000
1608,334000
1609,355000
1610,220000
1611,135000
1612,285000
1613,190000
1614,140500
1615,90000
1616,209500
1617,166000
1618,119900
1619,127000
1620,144100
1621,125000
1622,116000
1623,219500
1624,135000
1625,259000
1626,118500
1627,122000
1628,208500
1629,279500
1630,215200
1631,143000
1632,270000
1633,190000
1634,131000
1635,183850
1636,235500
1637,135000
1638,153000
1639,181900
1640,115000
1641,160000
1642,147000
1643,109500
1644,137500
1645,233170
1646,127500
1647,228500
1648,79500
1649,35000
1650,267000
1651,360000
1652,175000
1653,180500
1654,535000
1655,88000
1656,174000
1657,179000
1658,167900
1659,83000
1660,145000
1661,85000
1662,224900
1663,172500
1664,168675
1665,255500
1666,157500
1667,245350
1668,148500
1669,293077
1670,127000
1671,80000
1672,85500
1673,151000
1674,115000
1675,445000
1676,145000
1677,265979
1678,470000
1679,137000
1680,130000
1681,39300
1682,285000
1683,67500
1684,83000
1685,274000
1686,224500
1687,123000
1688,153500
1689,200000
1690,225000
1691,112000
1692,263435
1693,123000
1694,275000
1695,182000
1696,197000
1697,145000
1698,166800
1699,325000
1700,124000
1701,117000
1702,172785
1703,186000
1704,158000
1705,119000
1706,215000
1707,145000
1708,184900
1709,133000
1710,138500
1711,109500
1712,189000
1713,156000
1714,194000
1715,45000
1716,155000
1717,177000
1718,158000
1719,180000
1720,154900
1721,161000
1722,169000
1723,119000
1724,109000
1725,100000
1726,220000
1727,211000
1728,159000
1729,130000
1730,124000
1731,179200
1732,157000
1733,82500
1734,154000
1735,185000
1736,315000
1737,162500
1738,111900
1739,192500
1740,152400
1741,369900
1742,119000
1743,140000
1744,228500
1745,40000
1746,250000
1747,110000
1748,440000
1749,118500
1750,156500
1751,194500
1752,160000
1753,113722
1754,312500
1755,257500
1756,172000
1757,155835
1758,132000
1759,163000
1760,137000
1761,193000
1762,212000
1763,149000
1764,140000
1765,402000
1766,180000
1767,124500
1768,143000
1769,152000
1770,85000
1771,221800
1772,73000
1773,129250
1774,165000
1775,135000
1776,290000
1777,129900
1778,115000
1779,395192
1780,230000
1781,87500
1782,190000
1783,209000
1784,109008
1785,146500
1786,300000
1787,192000
1788,131500
1789,136000
1790,275500
1791,128000
1792,265000
1793,210250
1794,218000
1795,149350
1796,168000
1797,87000
1798,109900
1799,236500
1800,141000
1801,79000
1802,140000
1803,232000
1804,113000
1805,135000
1806,116500
1807,173000
1808,155000
1809,124000
1810,121000
1811,188000
1812,140000
1813,148000
1814,174900
1815,284000
1816,131500
1817,316000
1818,300000
1819,137500
1820,219210
1821,108000
1822,148000
1823,85000
1824,203000
1825,160000
1826,200000
1827,272000
1828,143000
1829,128000
1830,119900
1831,215000
1832,274970
1833,143000
1834,89500
1835,287602
1836,64000
1837,117500
1838,212999
1839,155000
1840,132500
1841,210000
1842,121000
1843,130000
1844,120500
1845,376162
1846,197000
1847,117000
1848,137000
1849,80000
1850,241500
1851,182000
1852,67000
1853,158000
1854,133000
1855,223500
1856,147000
1857,140000
1858,190000
1859,239000
1860,149500
1861,196500
1862,128500
1863,204000
1864,102000
1865,169000
1866,150000
1867,62500
1868,154204
1869,185000
1870,300000
1871,144500
1872,284000
1873,240000
1874,221000
1875,415000
1876,235000
1877,124000
1878,100000
1879,213490
1880,221000
1881,322400
1882,201000
1883,139000
1884,120000
1885,327000
1886,149900
1887,147000
1888,149900
1889,210000
1890,128000
1891,133000
1892,93000
1893,255000
1894,248328
1895,89500
1896,178000
1897,119900
1898,130000
1899,377426
1900,162000
1901,300000
1902,248500
1903,187500
1904,112900
1905,277500
1906,315500
1907,263000
1908,122000
1909,189000
1910,186500
1911,115000
1912,173000
1913,122500
1914,105000
1915,172500
1916,185000
1917,208900
1918,103000
1919,179900
1920,98000
1921,179000
1922,129000
1923,193500
1924,247000
1925,253000
1926,149500
1927,385000
1928,184000
1929,387000
1930,128600
1931,144000
1932,136900
1933,171000
1934,141500
1935,131000
1936,132000
1937,219990
1938,201000
1939,237000
1940,128950
1941,149000
1942,64500
1943,146000
1944,199500
1945,155000
1946,185000
1947,143750
1948,500000
1949,206900
1950,213000
1951,149900
1952,72500
1953,339750
1954,189900
1955,129500
1956,222000
1957,116000
1958,155000
1959,231500
1960,139000
1961,194700
1962,172000
1963,88000
1964,96500
1965,153900
1966,318750
1967,175500
1968,140000
1969,120000
1970,143900
1971,233500
1972,245000
1973,172900
1974,214000
1975,144000
1976,162000
1977,124500
1978,146500
1979,91500
1980,210000
1981,132500
1982,146000
1983,180000
1984,270000
1985,336820
1986,177500
1987,164700
1988,163500
1989,203000
1990,325624
1991,239000
1992,270000
1993,82500
1994,235000
1995,124400
1996,107500
1997,318000
1998,256000
1999,195800
2000,123500
2001,195000
2002,187000
2003,144000
2004,158000
2005,197600
2006,104500
2007,128250
2008,131900
2009,164000
2010,140750
2011,182000
2012,187500
2013,107500
2014,153000
2015,100000
2016,125500
2017,185900
2018,158000
2019,379000
2020,204900
2021,196500
2022,119000
2023,336860
2024,170000
2025,164000
2026,136000
2027,164000
2028,126500
2029,171500
2030,109500
2031,139900
2032,202500
2033,91900
2034,410000
2035,356383
2036,105000
2037,160250
2038,216000
2039,310013
2040,129500
2041,228000
2042,147000
2043,125000
2044,450000
2045,111750
2046,175900
2047,152000
2048,84500
2049,176000
2050,180000
2051,153000
2052,372500
2053,125000
2054,96900
2055,91000
2056,200100
2057,147000
2058,274300
2059,119500
2060,242000
2061,319500
2062,375000
2063,128000
2064,144000
2065,139000
2066,120000
2067,175000
2068,152000
2069,220000
2070,127000
2071,320000
2072,147110
2073,149900
2074,223500
2075,192000
2076,197900
2077,193500
2078,395000
2079,200141
2080,146500
2081,125000
2082,142000
2083,244000
2084,142500
2085,108000
2086,205000
2087,196000
2088,124500
2089,138000
2090,158450
2091,190000
2092,149000
2093,187500
2094,298236
2095,164500
2096,260000
2097,127000
2098,212000
2099,188000
2100,136500
2101,187000
2102,190000
2103,261329
2104,153000
2105,326000
2106,68000
2107,280000
2108,119000
2109,190000
2110,176000
2111,179540
2112,108538
2113,110000
2114,137000
2115,82375
2116,584500
2117,257000
2118,125000
2119,210400
2120,183900
2121,76500
2122,193000
2123,154000
2124,125000
2125,142000
2126,139900
2127,239000
2128,257500
2129,103600
2130,97000
2131,136300
2132,149500
2133,152000
2134,196000
2135,191000
2136,203000
2137,479069
2138,342000
2139,140000
2140,119916
2141,178900
2142,178000
2143,185000
2144,134900
2145,206300
2146,180500
2147,135000
2148,105000
2149,179400
2150,150000
2151,349265
2152,118000
2153,214000
2154,151000
2155,130000
2156,279700
2157,155000
2158,137500
2159,170000
2160,133900
2161,105000
2162,138000
2163,86900
2164,174000
2165,145500
2166,226001
2167,193000
2168,37900
2169,136870
2170,269790
2171,165000
2172,114500
2173,149000
2174,295000
2175,245000
2176,185000
2177,75200
2178,176000
2179,101000
2180,115000
2181,143250
2182,145000
2183,140000
2184,139000
2185,182900
2186,426000
2187,139500
2188,119500
2189,94900
2190,160000
2191,142500
2192,87500
2193,132500
2194,280000
2195,290000
2196,132500
2197,460000
2198,142000
2199,106000
2200,119900
2201,142000
2202,162000
2203,120000
2204,155000
2205,235000
2206,275000
2207,222000
2208,254750
2209,144500
2210,151500
2211,181000
2212,55000
2213,136000
2214,203000
2215,76500
2216,164990
2217,180000
2218,107000
2219,85000
2220,155000
2221,316500
2222,228950
2223,235000
2224,200000
2225,190000
2226,270000
2227,239900
2228,165500
2229,252000
2230,260000
2231,165000
2232,143450
2233,109500
2234,140000
2235,120000
2236,130000
2237,212109
2238,184000
2239,438780
2240,100000
2241,250000
2242,158000
2243,178000
2244,161900
2245,165000
2246,160500
2247,91000
2248,136000
2249,115000
2250,79900
2251,226000
2252,221000
2253,143500
2254,324000
2255,214000
2256,278000
2257,100000
2258,179000
2259,174000
2260,154400
2261,219500
2262,140000
2263,136000
2264,158900
2265,229000
2266,215000
2267,105500
2268,230000
2269,269500
2270,240000
2271,192000
2272,135000
2273,140000
2274,132000
2275,150000
2276,217000
2277,350000
2278,135000
2279,82000
2280,230348
2281,120000
2282,220000
2283,305000
2284,135000
2285,148000
2286,120000
2287,137000
2288,79900
2289,218836
2290,185000
2291,120000
2292,127500
2293,159500
2294,229000
2295,122000
2296,308030
2297,129000
2298,190000
2299,118000
2300,180000
2301,78000
2302,359100
2303,150000
2304,164900
2305,231000
2306,51689
2307,94000
2308,124000
2309,123000
2310,225000
2311,122500
2312,146000
2313,86000
2314,209000
2315,108500
2316,161000
2317,191000
2318,188500
2319,214500
2320,135000
2321,170000
2322,248500
2323,205000
2324,165600
2325,137500
2326,145500
2327,201490
2328,167000
2329,135900
2330,345000
2331,139000
2332,314813
2333,76500
2334,153500
2335,141000
2336,75500
2337,185000
2338,174000
2339,110000
2340,155000
2341,176000
2342,207500
2343,122250
2344,133900
